Sigle;Dateiname;Fragebuch;ErhebungsId
GP_MA;PP02_042_GP_MA_03.ogg;03;15
GP_MA;PP02_042_GP_MA_04.ogg;04;16
GP_MA;PP02_042_GP_MA_05.ogg;05;17
GP_MA;PP02_042_GP_MA_06.ogg;06;18
GP_MA;PP02_042_GP_MA_07.ogg;07;19
GP_WA;PP02_026_GP_WA_01.ogg;01;13
GP_WA;PP02_026_GP_WA_02.ogg;02;14
GP_WA;PP02_026_GP_WA_03.ogg;03;15
GP_WA;PP02_026_GP_WA_04.ogg;04;16
GP_WA;PP02_026_GP_WA_05.ogg;05;17
GP_WA;PP02_026_GP_WA_06.ogg;06;18
GP_WA;PP02_026_GP_WA_07.ogg;07;19
MO_MJ;PP02_076_MO_MJ_01.ogg;01;13
MO_MJ;PP02_076_MO_MJ_02.ogg;02;14
MO_MJ;PP02_076_MO_MJ_03.ogg;03;15
MO_MJ;PP02_076_MO_MJ_04.ogg;04;16
MO_MJ;PP02_076_MO_MJ_05.ogg;05;17
MO_MJ;PP02_076_MO_MJ_06.ogg;06;18
MO_MJ;PP02_076_MO_MJ_07.ogg;07;19
GP_MJ;PP02_043_GP_MJ_01.ogg;01;13
GP_MJ;PP02_043_GP_MJ_02.ogg;02;14
GP_MJ;PP02_043_GP_MJ_03.ogg;03;15
GP_MJ;PP02_043_GP_MJ_04.ogg;04;16
GP_MJ;PP02_043_GP_MJ_05.ogg;05;17
GP_MJ;PP02_043_GP_MJ_06.ogg;06;18
GP_MJ;PP02_043_GP_MJ_07.ogg;07;19
GP_WJ;PP02_079_GP_WJ_01.ogg;01;13
GP_WJ;PP02_079_GP_WJ_02.ogg;02;14
GP_WJ;PP02_079_GP_WJ_03.ogg;03;15
GP_WJ;PP02_079_GP_WJ_04.ogg;04;16
GP_WJ;PP02_079_GP_WJ_05.ogg;05;17
GP_WJ;PP02_079_GP_WJ_06.ogg;06;18
GP_WJ;PP02_079_GP_WJ_07.ogg;07;19
GI_MJ;PP02_065_GI_MJ_01.ogg;01;13
GI_MJ;PP02_065_GI_MJ_02.ogg;02;14
GI_MJ;PP02_065_GI_MJ_03.ogg;03;15
GI_MJ;PP02_065_GI_MJ_04.ogg;04;16
GI_MJ;PP02_065_GI_MJ_05.ogg;05;17
GI_MJ;PP02_065_GI_MJ_06.ogg;06;18
GI_MJ;PP02_065_GI_MJ_07.ogg;07;19
GI_WJ;PP02_064_GI_WJ_01.ogg;01;13
GI_WJ;PP02_064_GI_WJ_02.ogg;02;14
GI_WJ;PP02_064_GI_WJ_03.ogg;03;15
GI_WJ;PP02_064_GI_WJ_04.ogg;04;16
GI_WJ;PP02_064_GI_WJ_05.ogg;05;17
GI_WJ;PP02_064_GI_WJ_06.ogg;06;18
GI_WJ;PP02_064_GI_WJ_07.ogg;07;19
MI_MA;PP02_025_MI_MA_01.ogg;01;13
MI_MA;PP02_025_MI_MA_02.ogg;02;14
MI_MA;PP02_025_MI_MA_03.ogg;03;15
MI_MA;PP02_025_MI_MA_04.ogg;04;16
MI_MA;PP02_025_MI_MA_05.ogg;05;17
MI_MA;PP02_025_MI_MA_06.ogg;06;18
MI_MA;PP02_025_MI_MA_07.ogg;07;19
DB_MA;PP02_105_DB_MA_01.ogg;01;13
DB_MA;PP02_105_DB_MA_02.ogg;02;14
DB_MA;PP02_105_DB_MA_03.ogg;03;15
DB_MA;PP02_105_DB_MA_04.ogg;04;16
DB_MA;PP02_105_DB_MA_05.ogg;05;17
DB_MA;PP02_105_DB_MA_06.ogg;06;18
DB_MA;PP02_105_DB_MA_07.ogg;07;19
MI_WA;PP02_024_MI_WA_01.ogg;01;13
MI_WA;PP02_024_MI_WA_02.ogg;02;14
MI_WA;PP02_024_MI_WA_03.ogg;03;15
MI_WA;PP02_024_MI_WA_04.ogg;04;16
MI_WA;PP02_024_MI_WA_05.ogg;05;17
MI_WA;PP02_024_MI_WA_06.ogg;06;18
MI_WA;PP02_024_MI_WA_07.ogg;07;19
SS_MJ;PP02_161_SS_MJ_01.ogg;01;13
SS_MJ;PP02_161_SS_MJ_02.ogg;02;14
SS_MJ;PP02_161_SS_MJ_03.ogg;03;15
SS_MJ;PP02_161_SS_MJ_04.ogg;04;16
SS_MJ;PP02_161_SS_MJ_05.ogg;05;17
SS_MJ;PP02_161_SS_MJ_06.ogg;06;18
SS_MJ;PP02_161_SS_MJ_07.ogg;07;19
MO_WJ;PP02_075_MO_WJ_01.ogg;01;13
MO_WJ;PP02_075_MO_WJ_02.ogg;02;14
MO_WJ;PP02_075_MO_WJ_03.ogg;03;15
MO_WJ;PP02_075_MO_WJ_04.ogg;04;16
MO_WJ;PP02_075_MO_WJ_05.ogg;05;17
MO_WJ;PP02_075_MO_WJ_06.ogg;06;18
MO_WJ;PP02_075_MO_WJ_07.ogg;07;19
NS_MA;PP02_045_NS_MA_01.ogg;01;13
NS_MA;PP02_045_NS_MA_02.ogg;02;14
NS_MA;PP02_045_NS_MA_03.ogg;03;15
NS_MA;PP02_045_NS_MA_04.ogg;04;16
NS_MA;PP02_045_NS_MA_05.ogg;05;17
NS_MA;PP02_045_NS_MA_06.ogg;06;18
NS_MA;PP02_045_NS_MA_07.ogg;07;19
NS_WA;PP02_033_NS_WA_01.ogg;01;13
NS_WA;PP02_033_NS_WA_02.ogg;02;14
NS_WA;PP02_033_NS_WA_03.ogg;03;15
NS_WA;PP02_033_NS_WA_04.ogg;04;16
NS_WA;PP02_033_NS_WA_05.ogg;05;17
NS_WA;PP02_033_NS_WA_06.ogg;06;18
NS_WA;PP02_033_NS_WA_07.ogg;07;19
NS_MJ;PP02_004_NS_MJ_01.ogg;01;13
NS_MJ;PP02_004_NS_MJ_02.ogg;02;14
NS_MJ;PP02_004_NS_MJ_03.ogg;03;15
NS_MJ;PP02_004_NS_MJ_04.ogg;04;16
NS_MJ;PP02_004_NS_MJ_05.ogg;05;17
NS_MJ;PP02_004_NS_MJ_06.ogg;06;18
NS_MJ;PP02_004_NS_MJ_07.ogg;07;19
NS_WJ;PP02_047_NS_WJ_01.ogg;01;13
NS_WJ;PP02_047_NS_WJ_02.ogg;02;14
NS_WJ;PP02_047_NS_WJ_03.ogg;03;15
NS_WJ;PP02_047_NS_WJ_04.ogg;04;16
NS_WJ;PP02_047_NS_WJ_05.ogg;05;17
NS_WJ;PP02_047_NS_WJ_06.ogg;06;18
NS_WJ;PP02_047_NS_WJ_07.ogg;07;19
SW_MA;PP02_036_SW_MA_01.ogg;01;13
SW_MA;PP02_036_SW_MA_02.ogg;02;14
SW_MA;PP02_036_SW_MA_03.ogg;03;15
SW_MA;PP02_036_SW_MA_04.ogg;04;16
SW_MA;PP02_036_SW_MA_05.ogg;05;17
SW_MA;PP02_036_SW_MA_06.ogg;06;18
SW_MA;PP02_036_SW_MA_07.ogg;07;19
SW_WA;PP02_038_SW_WA_01.ogg;01;13
SW_WA;PP02_038_SW_WA_02.ogg;02;14
SW_WA;PP02_038_SW_WA_03.ogg;03;15
SW_WA;PP02_038_SW_WA_04.ogg;04;16
SW_WA;PP02_038_SW_WA_05.ogg;05;17
SW_WA;PP02_038_SW_WA_06.ogg;06;18
SW_WA;PP02_038_SW_WA_07.ogg;07;19
MI_MJ;PP02_077_MI_MJ_01.ogg;01;13
MI_MJ;PP02_077_MI_MJ_02.ogg;02;14
MI_MJ;PP02_077_MI_MJ_03.ogg;03;15
MI_MJ;PP02_077_MI_MJ_04.ogg;04;16
MI_MJ;PP02_077_MI_MJ_05.ogg;05;17
MI_MJ;PP02_077_MI_MJ_06.ogg;06;18
MI_MJ;PP02_077_MI_MJ_07.ogg;07;19
LS_MA;PP02_059_LS_MA_01.ogg;01;13
LS_MA;PP02_059_LS_MA_02.ogg;02;14
LS_MA;PP02_059_LS_MA_03.ogg;03;15
LS_MA;PP02_059_LS_MA_04.ogg;04;16
LS_MA;PP02_059_LS_MA_05.ogg;05;17
LS_MA;PP02_059_LS_MA_06.ogg;06;18
LS_MA;PP02_059_LS_MA_07.ogg;07;19
SW_MJ;PP02_085_SW_MJ_01.ogg;01;13
SW_MJ;PP02_085_SW_MJ_02.ogg;02;14
SW_MJ;PP02_085_SW_MJ_03.ogg;03;15
SW_MJ;PP02_085_SW_MJ_04.ogg;04;16
SW_MJ;PP02_085_SW_MJ_05.ogg;05;17
SW_MJ;PP02_085_SW_MJ_06.ogg;06;18
SW_MJ;PP02_085_SW_MJ_07.ogg;07;19
LS_WA;PP02_051_LS_WA_01.ogg;01;13
LS_WA;PP02_051_LS_WA_02.ogg;02;14
LS_WA;PP02_051_LS_WA_03.ogg;03;15
LS_WA;PP02_051_LS_WA_04.ogg;04;16
LS_WA;PP02_051_LS_WA_05.ogg;05;17
LS_WA;PP02_051_LS_WA_06.ogg;06;18
LS_WA;PP02_051_LS_WA_07.ogg;07;19
LS_MJ;PP02_170_LS_MJ_01.ogg;01;13
LS_MJ;PP02_170_LS_MJ_02.ogg;02;14
LS_MJ;PP02_170_LS_MJ_03.ogg;03;15
LS_MJ;PP02_170_LS_MJ_04.ogg;04;16
LS_MJ;PP02_170_LS_MJ_05.ogg;05;17
LS_MJ;PP02_170_LS_MJ_06.ogg;06;18
LS_MJ;PP02_170_LS_MJ_07.ogg;07;19
SW_WJ;PP02_037_SW_WJ_01.ogg;01;13
SW_WJ;PP02_037_SW_WJ_02.ogg;02;14
SW_WJ;PP02_037_SW_WJ_03.ogg;03;15
SW_WJ;PP02_037_SW_WJ_04.ogg;04;16
SW_WJ;PP02_037_SW_WJ_05.ogg;05;17
SW_WJ;PP02_037_SW_WJ_06.ogg;06;18
SW_WJ;PP02_037_SW_WJ_07.ogg;07;19
LS_WJ;PP02_169_LS_WJ_01.ogg;01;13
LS_WJ;PP02_169_LS_WJ_02.ogg;02;14
LS_WJ;PP02_169_LS_WJ_03.ogg;03;15
LS_WJ;PP02_169_LS_WJ_04.ogg;04;16
LS_WJ;PP02_169_LS_WJ_05.ogg;05;17
LS_WJ;PP02_169_LS_WJ_06.ogg;06;18
LS_WJ;PP02_169_LS_WJ_07.ogg;07;19
SG_WA;PP02_044_SG_WA_01.ogg;01;13
SG_WA;PP02_044_SG_WA_02.ogg;02;14
SG_WA;PP02_044_SG_WA_03.ogg;03;15
SG_WA;PP02_044_SG_WA_04.ogg;04;16
SG_WA;PP02_044_SG_WA_05.ogg;05;17
SG_WA;PP02_044_SG_WA_06.ogg;06;18
SG_WA;PP02_044_SG_WA_07.ogg;07;19
SG_MA;PP02_074_SG_MA_01.ogg;01;13
SG_MA;PP02_074_SG_MA_02.ogg;02;14
SG_MA;PP02_074_SG_MA_03.ogg;03;15
SG_MA;PP02_074_SG_MA_04.ogg;04;16
SG_MA;PP02_074_SG_MA_05.ogg;05;17
SG_MA;PP02_074_SG_MA_06.ogg;06;18
SG_MA;PP02_074_SG_MA_07.ogg;07;19
SL_MA;PP02_080_SL_MA_01.ogg;01;13
SL_MA;PP02_080_SL_MA_02.ogg;02;14
SL_MA;PP02_080_SL_MA_03.ogg;03;15
SL_MA;PP02_080_SL_MA_04.ogg;04;16
SL_MA;PP02_080_SL_MA_05.ogg;05;17
SL_MA;PP02_080_SL_MA_06.ogg;06;18
SL_MA;PP02_080_SL_MA_07.ogg;07;19
SL_WA;PP02_082_SL_WA_01.ogg;01;13
SL_WA;PP02_082_SL_WA_02.ogg;02;14
SL_WA;PP02_082_SL_WA_03.ogg;03;15
SL_WA;PP02_082_SL_WA_04.ogg;04;16
SL_WA;PP02_082_SL_WA_05.ogg;05;17
SL_WA;PP02_082_SL_WA_06.ogg;06;18
SL_WA;PP02_082_SL_WA_07.ogg;07;19
SG_MJ;PP02_060_SG_MJ_01.ogg;01;13
SG_MJ;PP02_060_SG_MJ_02.ogg;02;14
SG_MJ;PP02_060_SG_MJ_03.ogg;03;15
SG_MJ;PP02_060_SG_MJ_04.ogg;04;16
SG_MJ;PP02_060_SG_MJ_05.ogg;05;17
SG_MJ;PP02_060_SG_MJ_06.ogg;06;18
SG_MJ;PP02_060_SG_MJ_07.ogg;07;19
SG_WJ;PP02_061_SG_WJ_01.ogg;01;13
SG_WJ;PP02_061_SG_WJ_02.ogg;02;14
SG_WJ;PP02_061_SG_WJ_03.ogg;03;15
SG_WJ;PP02_061_SG_WJ_04.ogg;04;16
SG_WJ;PP02_061_SG_WJ_05.ogg;05;17
SG_WJ;PP02_061_SG_WJ_06.ogg;06;18
SG_WJ;PP02_061_SG_WJ_07.ogg;07;19
SL_MJ;PP02_081_SL_MJ_01.ogg;01;13
SL_MJ;PP02_081_SL_MJ_02.ogg;02;14
SL_MJ;PP02_081_SL_MJ_03.ogg;03;15
SL_MJ;PP02_081_SL_MJ_04.ogg;04;16
SL_MJ;PP02_081_SL_MJ_05.ogg;05;17
SL_MJ;PP02_081_SL_MJ_06.ogg;06;18
SL_MJ;PP02_081_SL_MJ_07.ogg;07;19
SL_WJ;PP02_083_SL_WJ_01.ogg;01;13
SL_WJ;PP02_083_SL_WJ_02.ogg;02;14
SL_WJ;PP02_083_SL_WJ_03.ogg;03;15
SL_WJ;PP02_083_SL_WJ_04.ogg;04;16
SL_WJ;PP02_083_SL_WJ_05.ogg;05;17
SL_WJ;PP02_083_SL_WJ_06.ogg;06;18
SL_WJ;PP02_083_SL_WJ_07.ogg;07;19
PE_MA;PP02_121_PE_MA_01.ogg;01;13
PE_MA;PP02_121_PE_MA_02.ogg;02;14
PE_MA;PP02_121_PE_MA_03.ogg;03;15
PE_MA;PP02_121_PE_MA_04.ogg;04;16
PE_MA;PP02_121_PE_MA_05.ogg;05;17
PE_MA;PP02_121_PE_MA_06.ogg;06;18
PE_MA;PP02_121_PE_MA_07.ogg;07;19
UB_WJ2;PP02_129_UB_WJ2_01.ogg;01;13
UB_WJ2;PP02_129_UB_WJ2_02.ogg;02;14
UB_WJ2;PP02_129_UB_WJ2_03.ogg;03;15
UB_WJ2;PP02_129_UB_WJ2_04.ogg;04;16
UB_WJ2;PP02_129_UB_WJ2_05.ogg;05;17
UB_WJ2;PP02_129_UB_WJ2_06.ogg;06;18
UB_WJ2;PP02_129_UB_WJ2_07.ogg;07;19
